"YEAR","CARRIER","CARRIER_NAME","MANUFACTURE_YEAR","UNIQUE_CARRIER_NAME","SERIAL_NUMBER","TAIL_NUMBER","AIRCRAFT_STATUS","OPERATING_STATUS","NUMBER_OF_SEATS","MANUFACTURER","MODEL","CAPACITY_IN_POUNDS","ACQUISITION_DATE","AIRLINE_ID","UNIQUE_CARRIER",
2019,"0WQ","Avjet Corporation",2007,"Avjet Corporation","240","N360AV","O","Y",7,"Gulfstream","G150",26100,2008-02-08,21352,"0WQ",
2019,"0WQ","Avjet Corporation",1997,"Avjet Corporation","258347","N946WT","O","Y",10,"Raytheon","Hawker800XP",28000,2002-12-27,21352,"0WQ",
2019,"0WQ","Avjet Corporation",1998,"Avjet Corporation","1342","N808T","b","Y",14,"Gulfstream","GIVSP",74600,1999-03-07,21352,"0WQ",
2019,"0WQ","Avjet Corporation",1993,"Avjet Corporation","1214","N477JB","b","Y",14,"Gulfstream","GIVSP",74600,2005-03-17,21352,"0WQ",
2019,"0WQ","Avjet Corporation",2002,"Avjet Corporation","32807","N8767","b","Y",16,"Boeing","BBJ7377EG",171000,2008-07-18,21352,"0WQ",
2019,"0WQ","Avjet Corporation",2006,"Avjet Corporation","5128","N1759C","b","Y",14,"Gulfstream","G550",91000,2009-06-19,21352,"0WQ",
2019,"0WQ","Avjet Corporation",2016,"Avjet Corporation","4348","N222NB","b","Y",10,"Gulfstream","G450",74600,2016-07-01,21352,"0WQ",
2019,"0WQ","Avjet Corporation",2006,"Avjet Corporation","9184","N702DR","b","Y",13,"Bombardier","GlobalExpress",96000,2012-01-02,21352,"0WQ",
2019,"0WQ","Avjet Corporation",2014,"Avjet Corporation","6064","N311CG","b","Y",14,"Gulfstream","G650",99600,2014-03-05,21352,"0WQ",
2019,"0WQ","Avjet Corporation",2013,"Avjet Corporation","6063","N886CS","b","Y",13,"Gulfstream","G650",99600,2014-02-10,21352,"0WQ",
2019,"0WQ","Avjet Corporation",1997,"Avjet Corporation","527","N25CP","b","Y",13,"Gulfstream","GV",90500,2014-07-29,21352,"0WQ",
2019,"0WQ","Avjet Corporation",2006,"Avjet Corporation","5107","N335LL","b","Y",10,"Gulfstream","G550",91000,2015-04-28,21352,"0WQ",
2019,"0WQ","Avjet Corporation",1995,"Avjet Corporation","1265","N370RS","b","Y",12,"Gulfstream","GIVSP",74600,2015-08-13,21352,"0WQ",
2019,"0WQ","Avjet Corporation",1999,"Avjet Corporation","579","N866AB","b","Y",13,"Gulfstream","GV",90500,2016-01-20,21352,"0WQ",
2019,"0WQ","Avjet Corporation",2007,"Avjet Corporation","9240","N999YX","b","Y",13,"Bombardier","GlobalExpress",99500,2017-11-06,21352,"0WQ",
2019,"0WQ","Avjet Corporation",2014,"Avjet Corporation","20444","N278PC","O","Y",9,"Bombardier","Challenger300",816,2019-05-01,21352,"0WQ",
2019,"0WQ","Avjet Corporation",2006,"Avjet Corporation","20108","N396BC","O","Y",9,"Bombardier","Challenger300",816,2019-06-01,21352,"0WQ",
2019,"0WQ","Avjet Corporation",2012,"Avjet Corporation","560-6108","N275MB","O","Y",9,"Cessna","CE-560-560XLS",816,2019-07-01,21352,"0WQ",
2019,"0WQ","Avjet Corporation",2000,"Avjet Corporation","1419","N353VA","b","Y",14,"Gulfstream","GA-IV-IV",74600,2019-08-01,21352,"0WQ",
2019,"0WQ","Avjet Corporation",2001,"Avjet Corporation","650","N61318","b","Y",13,"Gulfstream","GA-V-V",90500,2019-10-01,21352,"0WQ",
2019,"1BQ","Eastern Airlines f/k/a Dynamic Airways, LLC",1985,"Eastern Airlines f/k/a Dynamic Airways, LLC","23306","N602KW","O","Y",218,"Boeing","B-767-238PSGR",351000,2018-03-31,21492,"1BQ",
2019,"1BQ","Eastern Airlines f/k/a Dynamic Airways, LLC",1985,"Eastern Airlines f/k/a Dynamic Airways, LLC","23213","N603KW","O","Y",218,"Boeing","B-767-246PSGR",320000,2018-03-31,21492,"1BQ",
2019,"1BQ","Eastern Airlines f/k/a Dynamic Airways, LLC",1988,"Eastern Airlines f/k/a Dynamic Airways, LLC","24145","N604KW","O","Y",236,"Boeing","B-767-233PSGR",351000,2018-03-31,21492,"1BQ",
2019,"1BQ","Eastern Airlines f/k/a Dynamic Airways, LLC",1984,"Eastern Airlines f/k/a Dynamic Airways, LLC","23180","N605KW","O","Y",236,"Boeing","B-767-266PSGR",351000,2018-03-31,21492,"1BQ",
2019,"1BQ","Eastern Airlines f/k/a Dynamic Airways, LLC",1992,"Eastern Airlines f/k/a Dynamic Airways, LLC","25443","N700KW","O","Y",240,"Boeing","B-767-336PSGR",400000,2018-03-31,21492,"1BQ",
2019,"1BQ","Eastern Airlines f/k/a Dynamic Airways, LLC",1991,"Eastern Airlines f/k/a Dynamic Airways, LLC","24343","N703KW","O","Y",272,"Boeing","B-767-336PSGR",380000,2018-03-31,21492,"1BQ",
2019,"1BQ","Eastern Airlines f/k/a Dynamic Airways, LLC",1992,"Eastern Airlines f/k/a Dynamic Airways, LLC","24342","N705KW","O","Y",280,"Boeing","B-767-336PSGR",380000,2018-03-31,21492,"1BQ",
2019,"1BQ","Eastern Airlines f/k/a Dynamic Airways, LLC",1990,"Eastern Airlines f/k/a Dynamic Airways, LLC","24339","N706KW","O","Y",280,"Boeing","B-767-336PSGR",380000,2018-03-31,21492,"1BQ",
2019,"1EQ","KaiserAir, Inc.",2001,"KaiserAir, Inc.","30740","N737KA","a","Y",60,"Boeing","737-700",21274,2009-05-21,21518,"1EQ",
2019,"1EQ","KaiserAir, Inc.",1991,"KaiserAir, Inc.","25065","N732KA","O","Y",58,"Boeing","737-500",23217,2014-05-31,21518,"1EQ",
2019,"1EQ","KaiserAir, Inc.",2001,"KaiserAir, Inc.","28643","N733KA","a","Y",68,"Boeing","737-800",30200,2016-06-16,21518,"1EQ",
2019,"1TQ","Rhoades Aviation dba Transair",1983,"Rhoades Aviation dba Transair","23066","N306AL","O","Y",0,"BOEING","737-200CARGO",35000,2013-08-15,21577,"1TQ",
2019,"1TQ","Rhoades Aviation dba Transair",1985,"Rhoades Aviation dba Transair","23272","N737CS","O","Y",0,"BOEING","737-200CARGO",35000,2014-04-11,21577,"1TQ",
2019,"1TQ","Rhoades Aviation dba Transair",1987,"Rhoades Aviation dba Transair","23796","N809TA","O","Y",0,"BOEING","737-200CARGO",35000,2014-11-01,21577,"1TQ",
2019,"1TQ","Rhoades Aviation dba Transair",1975,"Rhoades Aviation dba Transair","21116","N810TA","O","Y",0,"BOEING","737-200CARGO",35000,2015-08-01,21577,"1TQ",
2019,"1TQ","Rhoades Aviation dba Transair",1974,"Rhoades Aviation dba Transair","20917","N326TR","O","Y",0,"BOEING","727-200CARGO",35000,2018-03-26,21577,"1TQ",
2019,"27Q","Jet Aviation Flight Services, Inc.",2013,"Jet Aviation Flight Services, Inc.","761037","N36RP","O","Y",8,"Sikorsky","S-76D",726,2019-09-16,21652,"27Q",
2019,"27Q","Jet Aviation Flight Services, Inc.",2016,"Jet Aviation Flight Services, Inc.","41517","N276HS","O","Y",9,"AgustaWestland","AW-139",816,2017-10-23,21652,"27Q",
2019,"27Q","Jet Aviation Flight Services, Inc.",2013,"Jet Aviation Flight Services, Inc.","9551","N312AF","O","Y",14,"Bombardier","BD-700-1A10PSGR",1270,2015-10-01,21652,"27Q",
2019,"27Q","Jet Aviation Flight Services, Inc.",2001,"Jet Aviation Flight Services, Inc.","9095","N97DQ","O","Y",13,"Bombardier","BD-700-1A10PSGR",1179,2011-02-17,21652,"27Q",
2019,"27Q","Jet Aviation Flight Services, Inc.",2013,"Jet Aviation Flight Services, Inc.","9546","N288DG","O","Y",13,"Bombardier","BD-700-1A10PSGR",1179,2018-09-04,21652,"27Q",
2019,"27Q","Jet Aviation Flight Services, Inc.",2018,"Jet Aviation Flight Services, Inc.","9820","N667JD","O","Y",13,"Bombardier","BD-700-1A10PSGR",1179,2018-11-27,21652,"27Q",
2019,"27Q","Jet Aviation Flight Services, Inc.",1999,"Jet Aviation Flight Services, Inc.","9027","N850TR","O","Y",13,"Bombardier","BD-700-1A10PSGR",1179,2018-03-09,21652,"27Q",
2019,"27Q","Jet Aviation Flight Services, Inc.",2014,"Jet Aviation Flight Services, Inc.","5487","N942JT","O","Y",14,"Gulfstream","G-III/V/550",1270,2015-06-01,21652,"27Q",
2019,"27Q","Jet Aviation Flight Services, Inc.",2004,"Jet Aviation Flight Services, Inc.","5058","N2480H","O","Y",14,"Gulfstream","G-III/V/550",1270,2017-07-25,21652,"27Q",
2019,"27Q","Jet Aviation Flight Services, Inc.",2007,"Jet Aviation Flight Services, Inc.","5139","N673MM","O","Y",16,"Gulfstream","G-III/V/550",1451,2016-12-06,21652,"27Q",
2019,"27Q","Jet Aviation Flight Services, Inc.",1983,"Jet Aviation Flight Services, Inc.","399","N818EC","O","Y",16,"Gulfstream","GA-1159-APSGR",1451,2011-07-28,21652,"27Q",
2019,"27Q","Jet Aviation Flight Services, Inc.",2007,"Jet Aviation Flight Services, Inc.","114","N925PF","O","Y",10,"Dassault","DASSAULT-FALCON-2000",907,2019-06-26,21652,"27Q",
2019,"27Q","Jet Aviation Flight Services, Inc.",2005,"Jet Aviation Flight Services, Inc.","258726","N405LA","O","Y",9,"Hawker","HAWKER-800XP-800XPPS",816,2013-05-17,21652,"27Q",
2019,"27Q","Jet Aviation Flight Services, Inc.",2006,"Jet Aviation Flight Services, Inc.","5605600","N228PC","O","Y",9,"Cessna","CE-560-560XLSPSGR",816,2011-03-24,21652,"27Q",
2019,"27Q","Jet Aviation Flight Services, Inc.",2015,"Jet Aviation Flight Services, Inc.","531","N769ST","O","Y",8,"Learjet","LR-45-75PSGR",726,2017-08-03,21652,"27Q",
2019,"27Q","Jet Aviation Flight Services, Inc.",2014,"Jet Aviation Flight Services, Inc.","9650","N142HC","O","Y",13,"Bombardier","BD-700-1A11PSGR",1179,2015-11-02,21652,"27Q",
2019,"27Q","Jet Aviation Flight Services, Inc.",2013,"Jet Aviation Flight Services, Inc.","9558","N468GH","O","Y",13,"Bombardier","BD-700-1A11PSGR",1179,2014-03-27,21652,"27Q",
2019,"27Q","Jet Aviation Flight Services, Inc.",2014,"Jet Aviation Flight Services, Inc.","9613","N918TB","O","Y",13,"Bombardier","BD-700-1A11PSGR",1179,2015-04-01,21652,"27Q",
2019,"27Q","Jet Aviation Flight Services, Inc.",2010,"Jet Aviation Flight Services, Inc.","9392","N782SB","O","Y",13,"Bombardier","BD-700-1A11PSGR",1179,2018-03-13,21652,"27Q",
2019,"27Q","Jet Aviation Flight Services, Inc.",2013,"Jet Aviation Flight Services, Inc.","6051","N650TP","O","Y",13,"Gulfstream","G-650",1179,2014-02-24,21652,"27Q",
2019,"27Q","Jet Aviation Flight Services, Inc.",2016,"Jet Aviation Flight Services, Inc.","6200","N650NB","O","Y",14,"Gulfstream","G-650",1270,2016-10-31,21652,"27Q",
2019,"27Q","Jet Aviation Flight Services, Inc.",2013,"Jet Aviation Flight Services, Inc.","6071","N650XF","O","Y",14,"Gulfstream","G-650",1270,2017-11-16,21652,"27Q",
2019,"27Q","Jet Aviation Flight Services, Inc.",2018,"Jet Aviation Flight Services, Inc.","6319","N700MK","O","Y",16,"Gulfstream","G-650",1451,2016-06-21,21652,"27Q",
2019,"27Q","Jet Aviation Flight Services, Inc.",2016,"Jet Aviation Flight Services, Inc.","6230","N650EH","O","Y",14,"Gulfstream","G-650",1270,2017-05-18,21652,"27Q",
2019,"27Q","Jet Aviation Flight Services, Inc.",2013,"Jet Aviation Flight Services, Inc.","6053","N650MS","O","Y",14,"Gulfstream","G-650",1270,2019-11-01,21652,"27Q",
2019,"27Q","Jet Aviation Flight Services, Inc.",2008,"Jet Aviation Flight Services, Inc.","199","N918JM","O","Y",16,"Dassault","DASSAULT-FALCON-900E",1451,2012-10-01,21652,"27Q",
2019,"27Q","Jet Aviation Flight Services, Inc.",2002,"Jet Aviation Flight Services, Inc.","108","N115KG","O","Y",12,"Dassault","DASSAULT-FALCON-900E",1089,2019-06-11,21652,"27Q",
2019,"27Q","Jet Aviation Flight Services, Inc.",2005,"Jet Aviation Flight Services, Inc.","158","N317ML","O","Y",16,"Dassault","DASSAULT-FALCON-900E",1451,2018-12-13,21652,"27Q",
2019,"27Q","Jet Aviation Flight Services, Inc.",2003,"Jet Aviation Flight Services, Inc.","125","N989H","O","Y",16,"Dassault","DASSAULT-FALCON-900E",1451,2019-11-21,21652,"27Q",
2019,"27Q","Jet Aviation Flight Services, Inc.",1999,"Jet Aviation Flight Services, Inc.","87","N910CS","O","Y",10,"Dassault","DASSAULT-FALCON-2000",907,2016-07-20,21652,"27Q",
2019,"27Q","Jet Aviation Flight Services, Inc.",1998,"Jet Aviation Flight Services, Inc.","66","N793WF","O","Y",10,"Dassault","DASSAULT-FALCON-2000",907,2019-10-17,21652,"27Q",
2019,"27Q","Jet Aviation Flight Services, Inc.",2009,"Jet Aviation Flight Services, Inc.","74","N900NB","O","Y",16,"Dassault","DASSAULT-FALCON-7XPS",1451,2010-06-22,21652,"27Q",
2019,"2HQ","Elite Airways LLC",2002,"Elite Airways LLC","7705","N91EA","b","N",50,"Bombardier","CL600-2B19PSGR",20652,2014-04-15,21712,"2HQ",
2019,"2HQ","Elite Airways LLC",2002,"Elite Airways LLC","7732","N92EA","b","Y",50,"Bombardier","CL600-2B19PSGR",20544,2014-07-11,21712,"2HQ",
2019,"2HQ","Elite Airways LLC",2001,"Elite Airways LLC","7563","N93EA","b","N",50,"Bombardier","CL600-2B19PSGR",20681,2014-04-17,21712,"2HQ",
2019,"2HQ","Elite Airways LLC",2002,"Elite Airways LLC","7700","N96EA","b","N",50,"Bombardier","CL600-2B19PSGR",20594,2014-04-16,21712,"2HQ",
2019,"2HQ","Elite Airways LLC",1993,"Elite Airways LLC","7027","N97EA","b","N",50,"Bombardier","CL600-2B19PSGR",21264,2012-10-04,21712,"2HQ",
2019,"2HQ","Elite Airways LLC",1993,"Elite Airways LLC","7021","N155MW","a","Y",50,"Bombardier","CL600-2B19PSGR",20375,2015-05-02,21712,"2HQ",
2019,"2HQ","Elite Airways LLC",1998,"Elite Airways LLC","7276","N79EA","b","Y",50,"Bombardier","CL600-2B19-PSGR",21138,2017-01-23,21712,"2HQ",
2019,"2HQ","Elite Airways LLC",2002,"Elite Airways LLC","10043","N11EA","a","Y",70,"Bombardier","CL600-2C10PSGR",28426,2015-08-01,21712,"2HQ",
2019,"2HQ","Elite Airways LLC",2002,"Elite Airways LLC","10040","N24EA","a","Y",70,"Bombardier","CL600-2C10PSGR",28689,2015-10-01,21712,"2HQ",
2019,"2HQ","Elite Airways LLC",2003,"Elite Airways LLC","10100","N54EA","a","Y",70,"Bombardier","CL600-2C10PSGR",28428,2016-03-01,21712,"2HQ",
2019,"2HQ","Elite Airways LLC",2003,"Elite Airways LLC","10103","N78EA","b","Y",70,"Bombardier","CL600-2C10PSGR",28458,2016-07-01,21712,"2HQ",
2019,"2HQ","Elite Airways LLC",2002,"Elite Airways LLC","7629","N154EA","b","Y",50,"Bombardier","CL600-2B19-PSGR",18606,2018-03-25,21712,"2HQ",
2019,"2HQ","Elite Airways LLC",2001,"Elite Airways LLC","10015","N83EA","b","Y",70,"Bombardier","CL600-2C10PSGR",30148,2018-11-19,21712,"2HQ",
2019,"2PQ","21 Air LLC",1987,"21 Air LLC","23801","N999YV","a","Y",0,"BOEING","B767-200-ERSF",88000,2016-10-25,21754,"2PQ",
2019,"2PQ","21 Air LLC",1988,"21 Air LLC","23803","N881YV","a","Y",0,"BOEING","B767-200-ERSF",88000,2017-09-21,21754,"2PQ",
2019,"34Q","Polaris Aviation Solutions, LLC",1999,"Polaris Aviation Solutions, LLC","28579","N737LE","O","Y",16,"Boeing","737-75V",4500,2013-09-18,21854,"34Q",
2019,"34Q","Polaris Aviation Solutions, LLC",2006,"Polaris Aviation Solutions, LLC","5130","N671LE","b","Y",16,"Gulfstream","G-550",4500,2010-10-31,21854,"34Q",
2019,"37Q","Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",2007,"Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC","36756","N737AT","O","Y",94,"BOEING","B-737-7HJ",35100,2013-01-04,21875,"37Q",
2019,"37Q","Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",2008,"Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC","36720","N959BP","O","Y",100,"BOEING","B-737-7BD",35100,2019-10-15,21875,"37Q",
2019,"37Q","Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC",2012,"Hillwood Airways, LLC  f/k/a   ATX Air Services, LLC","38028","N668CP","O","N",136,"BOEING","B-737-76N",35100,2019-11-15,21875,"37Q",
2019,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",1996,"Scott Aviation, LLC  d/b/a  Silver Air","38","N710ET","O","Y",8,"Dassault","FALCON2000",1095,2019-07-09,21974,"3EQ",
2019,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",2003,"Scott Aviation, LLC  d/b/a  Silver Air","560XL-5303","N1867M","O","Y",8,"Cessna","CE-560XL",760,2017-07-26,21974,"3EQ",
2019,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",2004,"Scott Aviation, LLC  d/b/a  Silver Air","5033","N550","O","Y",15,"Gulfstream","G-V",1506,2019-07-28,21974,"3EQ",
2019,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",2001,"Scott Aviation, LLC  d/b/a  Silver Air","525A-0006","N245SP","O","Y",6,"Cessna","CITATNJ",770,2012-03-30,21974,"3EQ",
2019,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",2004,"Scott Aviation, LLC  d/b/a  Silver Air","20013","N300NJ","O","Y",9,"Bombardier","CHAL-300",1200,2017-01-29,21974,"3EQ",
2019,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",2007,"Scott Aviation, LLC  d/b/a  Silver Air","20157","N302LT","O","Y",8,"Bombardier","CHAL-300",1200,2017-03-30,21974,"3EQ",
2019,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",1992,"Scott Aviation, LLC  d/b/a  Silver Air","1191","N403TB","O","Y",16,"Gulfstream","G-IV",1480,2019-12-26,21974,"3EQ",
2019,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",2000,"Scott Aviation, LLC  d/b/a  Silver Air","1368","N616RR","O","Y",13,"Gulfstream","G-IV",1480,2016-09-07,21974,"3EQ",
2019,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",2000,"Scott Aviation, LLC  d/b/a  Silver Air","15","N648RR","O","Y",9,"Gulfstream","G-200",400,2016-11-09,21974,"3EQ",
2019,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",2002,"Scott Aviation, LLC  d/b/a  Silver Air","62","N663SB","O","Y",9,"Gulfstream","G-200",400,2019-09-18,21974,"3EQ",
2019,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",2002,"Scott Aviation, LLC  d/b/a  Silver Air","75","N366FB","O","Y",9,"Gulfstream","G-200",400,2019-08-15,21974,"3EQ",
2019,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",2002,"Scott Aviation, LLC  d/b/a  Silver Air","69","N384JK","O","Y",9,"Gulfstream","G-200",400,2019-12-23,21974,"3EQ",
2019,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",2000,"Scott Aviation, LLC  d/b/a  Silver Air","16","N35BP","O","Y",9,"Gulfstream","G-200",400,2019-09-20,21974,"3EQ",
2019,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",2010,"Scott Aviation, LLC  d/b/a  Silver Air","RC-47","N66BW","O","Y",8,"Raetheon","HAWK4000",1600,2018-05-21,21974,"3EQ",
2019,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",2006,"Scott Aviation, LLC  d/b/a  Silver Air","750-0263","N750DX","O","Y",8,"Cessna","CE-750X",1369,2017-03-17,21974,"3EQ",
2019,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",1999,"Scott Aviation, LLC  d/b/a  Silver Air","750-0072","N777KT","O","Y",8,"Cessna","CE-750X",1369,2018-05-01,21974,"3EQ",
2019,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",1996,"Scott Aviation, LLC  d/b/a  Silver Air","750-0007","N750EC","O","Y",8,"Cessna","CE-750X",1369,2019-03-17,21974,"3EQ",
2019,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",1999,"Scott Aviation, LLC  d/b/a  Silver Air","9029","N829RA","O","Y",13,"Bombardier","BD-700",1723,2018-10-02,21974,"3EQ",
2019,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",1999,"Scott Aviation, LLC  d/b/a  Silver Air","29102","N834BZ","O","Y",16,"Boeing","B-737-7",2023,2017-12-05,21974,"3EQ",
2019,"3EQ","Scott Aviation, LLC  d/b/a  Silver Air",2005,"Scott Aviation, LLC  d/b/a  Silver Air","295","N314CM","O","Y",8,"LearjetInc","LEAR-60",210,2019-07-11,21974,"3EQ",
2019,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1944,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","33285","N54514","O","Y",0,"Curtiss","C-46DCARGO",12000,1998-07-31,20408,"5V",
2019,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1958,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","45496","N151","O","Y",0,"Douglas","DC-6BCARGO",30000,1997-09-30,20408,"5V",
2019,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1958,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","45498","N9056R","O","Y",0,"Douglas","DC-6ACARGO",30000,2003-09-12,20408,"5V",
2019,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1953,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","44662","N100CE","O","Y",0,"Douglas","C-118ACARGO",30000,2010-06-23,20408,"5V",
2019,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1954,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","44075","N6174C","O","Y",0,"Douglas","DC-6ACARGO",30000,2010-03-30,20408,"5V",
2019,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1970,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","47465","N932CE","O","Y",0,"Douglas","DC-9-33FCARGO",30000,2009-06-30,20408,"5V",
2019,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1969,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","47363","N930CE","O","Y",0,"Douglas","DC-9-33FCARGO",30000,2009-06-30,20408,"5V",
2019,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1969,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","47413","N935CE","O","Y",0,"Douglas","DC-9-33FCARGO",30000,2010-08-31,20408,"5V",
2019,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",2006,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","744","N744DA","O","Y",9,"Pilatus","PC-12/47COMBI",2200,2011-03-17,20408,"5V",
2019,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",2006,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","708","B708RE","O","Y",9,"Pilatus","PC-12/47COMBI",2200,2018-12-31,20408,"5V",
2019,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1955,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","44661","N747CE","O","Y",2,"Douglas","C-118ACARGO",30000,2012-08-30,20408,"5V",
2019,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1997,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","208B0595","N575JD","b","Y",9,"Cessna","C-208BCOMBI",2400,2000-10-17,20408,"5V",
2019,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1988,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","120105","N1105G","b","Y",0,"Embraer","EMB-120CARGO",8150,2004-08-21,20408,"5V",
2019,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1988,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","120343","N568SW","b","Y",0,"Embraer","EMB-120CARGO",8150,2017-12-31,20408,"5V",
2019,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1995,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","208B0466","N208CE","b","Y",9,"Cessna","C-208BCOMBI",2400,2015-01-02,20408,"5V",
2019,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1987,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","49470","N961CE","b","Y",0,"Douglas","DC-9-82CARGO",45000,2014-06-15,20408,"5V",
2019,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1992,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","53078","N964CE","b","Y",0,"Douglas","DC-9-83CARGO",45000,2016-04-26,20408,"5V",
2019,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1992,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","53079","N965CE","b","Y",0,"Douglas","DC-9-83CARGO",45000,2014-04-19,20408,"5V",
2019,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1955,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","44669","N9148F","O","N",0,"Douglas","C-118ACARGO",30000,1999-01-01,20408,"5V",
2019,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1957,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","45179","N551CE","O","N",0,"Douglas","DC-6BCARGO",30000,2000-08-31,20408,"5V",
2019,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1967,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","47040","N904CE","O","N",0,"Douglas","DC-9-32FCARGO",30000,2009-06-30,20408,"5V",
2019,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1957,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","45137","N555SQ","O","N",0,"Douglas","DC-6BCARGO",30000,1995-12-29,20408,"5V",
2019,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1954,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","44258","N400UA","O","N",0,"Douglas","DC-6ACARGO",30000,2010-09-01,20408,"5V",
2019,"5V","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",1945,"Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo","2508","N1651M","O","N",0,"Curtiss","C-46RCARGO",12000,2012-06-01,20408,"5V",
