"YEAR","CARRIER","CARRIER_NAME","MANUFACTURE_YEAR","UNIQUE_CARRIER_NAME","SERIAL_NUMBER","TAIL_NUMBER","AIRCRAFT_STATUS","OPERATING_STATUS","NUMBER_OF_SEATS","MANUFACTURER","MODEL","CAPACITY_IN_POUNDS","ACQUISITION_DATE","AIRLINE_ID","UNIQUE_CARRIER",
2019,"AA","American Airlines Inc.",2015,"American Airlines Inc.","6650","N138AN","O","Y",181,"Airbus","A321-231",47200,2015-06-25,19805,"AA",
2019,"AA","American Airlines Inc.",2015,"American Airlines Inc.","6687","N139AN","O","Y",181,"Airbus","A321-231",47200,2015-07-21,19805,"AA",
2019,"AA","American Airlines Inc.",2015,"American Airlines Inc.","6667","N140AN","O","Y",181,"Airbus","A321-231",47200,2015-07-13,19805,"AA",
2019,"AA","American Airlines Inc.",2015,"American Airlines Inc.","6656","N141NN","O","Y",181,"Airbus","A321-231",47200,2015-07-17,19805,"AA",
2019,"AA","American Airlines Inc.",2015,"American Airlines Inc.","6711","N142AN","O","Y",181,"Airbus","A321-231",47200,2015-07-31,19805,"AA",
2019,"AA","American Airlines Inc.",2015,"American Airlines Inc.","6745","N143AN","O","Y",181,"Airbus","A321-231",47200,2015-08-21,19805,"AA",
2019,"AA","American Airlines Inc.",2015,"American Airlines Inc.","6723","N144AN","O","Y",181,"Airbus","A321-231",47200,2015-08-06,19805,"AA",
2019,"AA","American Airlines Inc.",2015,"American Airlines Inc.","6783","N145AN","O","Y",181,"Airbus","A321-231",47200,2015-09-30,19805,"AA",
2019,"AA","American Airlines Inc.",2015,"American Airlines Inc.","6761","N146AA","O","Y",181,"Airbus","A321-231",47200,2015-09-11,19805,"AA",
2019,"AA","American Airlines Inc.",2015,"American Airlines Inc.","6802","N147AA","O","Y",181,"Airbus","A321-231",47200,2015-10-21,19805,"AA",
2019,"AA","American Airlines Inc.",2015,"American Airlines Inc.","6790","N148AN","O","Y",181,"Airbus","A321-231",47200,2015-10-06,19805,"AA",
2019,"AA","American Airlines Inc.",2015,"American Airlines Inc.","6812","N149AN","O","Y",181,"Airbus","A321-231",47200,2015-10-26,19805,"AA",
2019,"AA","American Airlines Inc.",2015,"American Airlines Inc.","6828","N150NN","O","Y",181,"Airbus","A321-231",47200,2015-11-13,19805,"AA",
2019,"AA","American Airlines Inc.",2013,"American Airlines Inc.","5504","N150UW","O","Y",190,"Airbus","A321-211",51000,2013-03-25,19805,"AA",
2019,"AA","American Airlines Inc.",2015,"American Airlines Inc.","6840","N151AN","O","Y",181,"Airbus","A321-231",47200,2015-11-12,19805,"AA",
2019,"AA","American Airlines Inc.",2013,"American Airlines Inc.","5513","N151UW","O","Y",187,"Airbus","A321-211",51000,2013-03-25,19805,"AA",
2019,"AA","American Airlines Inc.",2015,"American Airlines Inc.","6887","N152AA","O","Y",181,"Airbus","A321-231",47200,2015-12-29,19805,"AA",
2019,"AA","American Airlines Inc.",2013,"American Airlines Inc.","5588","N152UW","O","Y",187,"Airbus","A321-211",51000,2013-05-17,19805,"AA",
2019,"AA","American Airlines Inc.",2015,"American Airlines Inc.","6908","N153AN","O","Y",181,"Airbus","A321-231",47200,2015-12-17,19805,"AA",
2019,"AA","American Airlines Inc.",2013,"American Airlines Inc.","5594","N153UW","O","Y",187,"Airbus","A321-211",51000,2013-05-15,19805,"AA",
2019,"AA","American Airlines Inc.",2016,"American Airlines Inc.","6928","N154AA","O","Y",181,"Airbus","A321-231",47200,2016-01-28,19805,"AA",
2019,"AA","American Airlines Inc.",2013,"American Airlines Inc.","5644","N154UW","O","Y",187,"Airbus","A321-211",51000,2013-06-13,19805,"AA",
2019,"AA","American Airlines Inc.",2016,"American Airlines Inc.","6940","N155NN","O","Y",181,"Airbus","A321-231",47200,2016-01-20,19805,"AA",
2019,"AA","American Airlines Inc.",2013,"American Airlines Inc.","5659","N155UW","O","Y",187,"Airbus","A321-211",51000,2013-06-20,19805,"AA",
2019,"AA","American Airlines Inc.",2016,"American Airlines Inc.","6983","N156AN","O","Y",181,"Airbus","A321-231",47200,2016-02-25,19805,"AA",
2019,"AA","American Airlines Inc.",2013,"American Airlines Inc.","5684","N156UW","O","Y",187,"Airbus","A321-211",51000,2013-07-22,19805,"AA",
2019,"AA","American Airlines Inc.",2016,"American Airlines Inc.","6998","N157AA","O","Y",181,"Airbus","A321-231",47200,2016-03-10,19805,"AA",
2019,"AA","American Airlines Inc.",2013,"American Airlines Inc.","5696","N157UW","O","Y",187,"Airbus","A321-211",51000,2013-07-17,19805,"AA",
2019,"AA","American Airlines Inc.",2016,"American Airlines Inc.","7009","N158AN","O","Y",181,"Airbus","A321-231",47200,2016-03-31,19805,"AA",
2019,"AA","American Airlines Inc.",2016,"American Airlines Inc.","7034","N159AN","O","Y",181,"Airbus","A321-231",47200,2016-03-17,19805,"AA",
2019,"AA","American Airlines Inc.",2016,"American Airlines Inc.","7069","N160AN","O","Y",181,"Airbus","A321-231",47200,2016-04-29,19805,"AA",
2019,"AA","American Airlines Inc.",2016,"American Airlines Inc.","7085","N161AA","O","Y",181,"Airbus","A321-231",47200,2016-05-26,19805,"AA",
2019,"AA","American Airlines Inc.",2001,"American Airlines Inc.","1403","N161UW","O","Y",190,"Airbus","A321-211",51000,2001-01-09,19805,"AA",
2019,"AA","American Airlines Inc.",2016,"American Airlines Inc.","6621","N162AA","O","Y",181,"Airbus","A321-231",47200,2016-05-16,19805,"AA",
2019,"AA","American Airlines Inc.",2001,"American Airlines Inc.","1412","N162UW","O","Y",190,"Airbus","A321-211",51000,2001-02-01,19805,"AA",
2019,"AA","American Airlines Inc.",2016,"American Airlines Inc.","6866","N163AA","O","Y",181,"Airbus","A321-231",47200,2016-05-26,19805,"AA",
2019,"AA","American Airlines Inc.",2001,"American Airlines Inc.","1417","N163US","O","Y",187,"Airbus","A321-211",51000,2001-02-16,19805,"AA",
2019,"AA","American Airlines Inc.",2016,"American Airlines Inc.","6909","N164NN","O","Y",181,"Airbus","A321-231",47200,2016-06-24,19805,"AA",
2019,"AA","American Airlines Inc.",2016,"American Airlines Inc.","6956","N165NN","O","Y",181,"Airbus","A321-231",47200,2016-06-30,19805,"AA",
2019,"AA","American Airlines Inc.",2001,"American Airlines Inc.","1431","N165US","O","Y",187,"Airbus","A321-211",51000,2001-01-26,19805,"AA",
2019,"AA","American Airlines Inc.",2016,"American Airlines Inc.","6973","N166NN","O","Y",181,"Airbus","A321-231",47200,2016-07-29,19805,"AA",
2019,"AA","American Airlines Inc.",2016,"American Airlines Inc.","7013","N167AN","O","Y",181,"Airbus","A321-231",47200,2016-08-10,19805,"AA",
2019,"AA","American Airlines Inc.",2001,"American Airlines Inc.","1462","N170US","O","Y",187,"Airbus","A321-211",51000,2001-03-10,19805,"AA",
2019,"AA","American Airlines Inc.",2002,"American Airlines Inc.","32400","N172AJ","O","Y",176,"Boeing","B757-223",49500,2002-04-30,19805,"AA",
2019,"AA","American Airlines Inc.",2002,"American Airlines Inc.","32399","N173AN","O","Y",176,"Boeing","B757-223",49500,2002-03-21,19805,"AA",
2019,"AA","American Airlines Inc.",2001,"American Airlines Inc.","32394","N175AN","O","Y",176,"Boeing","B757-223",49500,2001-12-17,19805,"AA",
2019,"AA","American Airlines Inc.",2002,"American Airlines Inc.","32395","N176AA","O","Y",176,"Boeing","B757-223",49500,2002-01-11,19805,"AA",
2019,"AA","American Airlines Inc.",2001,"American Airlines Inc.","1499","N176UW","O","Y",187,"Airbus","A321-211",51000,2001-04-23,19805,"AA",
2019,"AA","American Airlines Inc.",2002,"American Airlines Inc.","32396","N177AN","O","Y",176,"Boeing","B757-223",49500,2002-01-18,19805,"AA",
2019,"AA","American Airlines Inc.",2001,"American Airlines Inc.","1517","N177US","O","Y",187,"Airbus","A321-211",51000,2001-05-10,19805,"AA",
2019,"AA","American Airlines Inc.",2001,"American Airlines Inc.","1519","N178US","O","Y",187,"Airbus","A321-211",51000,2001-05-18,19805,"AA",
2019,"AA","American Airlines Inc.",2001,"American Airlines Inc.","1531","N181UW","O","Y",187,"Airbus","A321-211",51000,2001-06-26,19805,"AA",
2019,"AA","American Airlines Inc.",1999,"American Airlines Inc.","29593","N183AN","O","Y",176,"Boeing","B757-223",49500,1999-04-22,19805,"AA",
2019,"AA","American Airlines Inc.",1999,"American Airlines Inc.","29594","N184AN","O","Y",176,"Boeing","B757-223",49500,1999-05-13,19805,"AA",
2019,"AA","American Airlines Inc.",2002,"American Airlines Inc.","1651","N184US","O","Y",187,"Airbus","A321-211",51000,2002-02-01,19805,"AA",
2019,"AA","American Airlines Inc.",2001,"American Airlines Inc.","32379","N185AN","O","Y",176,"Boeing","B757-223",49500,2001-05-16,19805,"AA",
2019,"AA","American Airlines Inc.",2002,"American Airlines Inc.","1666","N185UW","O","Y",187,"Airbus","A321-211",51000,2002-01-31,19805,"AA",
2019,"AA","American Airlines Inc.",2001,"American Airlines Inc.","32380","N186AN","O","Y",176,"Boeing","B757-223",49500,2001-05-16,19805,"AA",
2019,"AA","American Airlines Inc.",2002,"American Airlines Inc.","1701","N186US","O","Y",187,"Airbus","A321-211",51000,2002-03-21,19805,"AA",
2019,"AA","American Airlines Inc.",2001,"American Airlines Inc.","32381","N187AN","O","Y",176,"Boeing","B757-223",49500,2001-05-21,19805,"AA",
2019,"AA","American Airlines Inc.",2002,"American Airlines Inc.","1704","N187US","O","Y",187,"Airbus","A321-211",51000,2002-03-26,19805,"AA",
2019,"AA","American Airlines Inc.",2001,"American Airlines Inc.","32382","N188AN","O","Y",176,"Boeing","B757-223",49500,2001-06-19,19805,"AA",
2019,"AA","American Airlines Inc.",2002,"American Airlines Inc.","1724","N188US","O","Y",187,"Airbus","A321-211",51000,2002-04-25,19805,"AA",
2019,"AA","American Airlines Inc.",2001,"American Airlines Inc.","32383","N189AN","O","Y",176,"Boeing","B757-223",49500,2001-07-02,19805,"AA",
2019,"AA","American Airlines Inc.",2001,"American Airlines Inc.","1425","N189UW","O","Y",187,"Airbus","A321-211",51000,2001-01-19,19805,"AA",
2019,"AA","American Airlines Inc.",2001,"American Airlines Inc.","32384","N190AA","O","Y",176,"Boeing","B757-223",49500,2001-07-17,19805,"AA",
2019,"AA","American Airlines Inc.",2001,"American Airlines Inc.","1436","N190UW","O","Y",187,"Airbus","A321-211",51000,2001-02-06,19805,"AA",
2019,"AA","American Airlines Inc.",2001,"American Airlines Inc.","32385","N191AN","O","Y",176,"Boeing","B757-223",49500,2001-08-13,19805,"AA",
2019,"AA","American Airlines Inc.",2001,"American Airlines Inc.","32386","N192AN","O","Y",176,"Boeing","B757-223",49500,2001-08-28,19805,"AA",
2019,"AA","American Airlines Inc.",2001,"American Airlines Inc.","32387","N193AN","O","Y",176,"Boeing","B757-223",49500,2001-11-07,19805,"AA",
2019,"AA","American Airlines Inc.",2008,"American Airlines Inc.","3584","N193UW","O","Y",187,"Airbus","A321-211",51000,2008-07-17,19805,"AA",
2019,"AA","American Airlines Inc.",2001,"American Airlines Inc.","32388","N194AA","O","Y",176,"Boeing","B757-223",49500,2001-11-07,19805,"AA",
2019,"AA","American Airlines Inc.",2008,"American Airlines Inc.","3629","N194UW","O","Y",187,"Airbus","A321-211",51000,2008-08-28,19805,"AA",
2019,"AA","American Airlines Inc.",2001,"American Airlines Inc.","32389","N195AN","O","Y",176,"Boeing","B757-223",49500,2001-11-14,19805,"AA",
2019,"AA","American Airlines Inc.",2008,"American Airlines Inc.","3633","N195UW","O","Y",187,"Airbus","A321-211",51000,2008-09-08,19805,"AA",
2019,"AA","American Airlines Inc.",2001,"American Airlines Inc.","32390","N196AA","O","Y",176,"Boeing","B757-223",49500,2001-11-19,19805,"AA",
2019,"AA","American Airlines Inc.",2009,"American Airlines Inc.","3879","N196UW","O","Y",187,"Airbus","A321-211",51000,2009-04-23,19805,"AA",
2019,"AA","American Airlines Inc.",2001,"American Airlines Inc.","32391","N197AN","O","Y",176,"Boeing","B757-223",49500,2001-11-30,19805,"AA",
2019,"AA","American Airlines Inc.",2009,"American Airlines Inc.","3928","N197UW","O","Y",187,"Airbus","A321-211",51000,2009-06-03,19805,"AA",
2019,"AA","American Airlines Inc.",2001,"American Airlines Inc.","32392","N198AA","O","Y",176,"Boeing","B757-223",49500,2001-12-05,19805,"AA",
2019,"AA","American Airlines Inc.",2013,"American Airlines Inc.","5444","N198UW","O","Y",187,"Airbus","A321-211",51000,2013-02-12,19805,"AA",
2019,"AA","American Airlines Inc.",2001,"American Airlines Inc.","32393","N199AN","O","Y",176,"Boeing","B757-223",49500,2001-12-14,19805,"AA",
2019,"AA","American Airlines Inc.",2013,"American Airlines Inc.","5475","N199UW","O","Y",187,"Airbus","A321-211",51000,2013-02-19,19805,"AA",
2019,"AA","American Airlines Inc.",2016,"American Airlines Inc.","33341","N200NV","O","Y",160,"Boeing","B737-823",40800,2016-10-07,19805,"AA",
2019,"AA","American Airlines Inc.",1995,"American Airlines Inc.","27809","N200UU","O","Y",188,"Boeing","B757-2B7",49400,1995-04-30,19805,"AA",
2019,"AA","American Airlines Inc.",2000,"American Airlines Inc.","30548","N203UW","O","Y",188,"Boeing","B757-23N",49400,2006-02-24,19805,"AA",
2019,"AA","American Airlines Inc.",2000,"American Airlines Inc.","30886","N204UW","O","Y",188,"Boeing","B757-23N",49400,2006-02-24,19805,"AA",
2019,"AA","American Airlines Inc.",2000,"American Airlines Inc.","30887","N205UW","O","Y",188,"Boeing","B757-23N",49400,2006-02-24,19805,"AA",
2019,"AA","American Airlines Inc.",1995,"American Airlines Inc.","27808","N206UW","O","Y",188,"Boeing","B757-2B7",49400,1995-03-12,19805,"AA",
2019,"AA","American Airlines Inc.",2000,"American Airlines Inc.","315","N270AY","O","Y",291,"Airbus","A330-323",99000,2000-03-07,19805,"AA",
2019,"AA","American Airlines Inc.",2000,"American Airlines Inc.","323","N271AY","O","Y",291,"Airbus","A330-323",99000,2000-03-31,19805,"AA",
2019,"AA","American Airlines Inc.",2001,"American Airlines Inc.","380","N277AY","O","Y",291,"Airbus","A330-323",99000,2001-01-25,19805,"AA",
2019,"AA","American Airlines Inc.",2001,"American Airlines Inc.","388","N278AY","O","Y",291,"Airbus","A330-323",99000,2001-02-15,19805,"AA",
2019,"AA","American Airlines Inc.",2009,"American Airlines Inc.","1011","N279AY","O","Y",247,"Airbus","A330-243",102700,2009-06-02,19805,"AA",
2019,"AA","American Airlines Inc.",2009,"American Airlines Inc.","1022","N280AY","O","Y",247,"Airbus","A330-243",102700,2009-06-18,19805,"AA",
2019,"AA","American Airlines Inc.",2009,"American Airlines Inc.","1041","N281AY","O","Y",247,"Airbus","A330-243",102700,2009-09-11,19805,"AA",
2019,"AA","American Airlines Inc.",2009,"American Airlines Inc.","1069","N282AY","O","Y",247,"Airbus","A330-243",102700,2009-11-24,19805,"AA",
2019,"AA","American Airlines Inc.",2009,"American Airlines Inc.","1076","N283AY","O","Y",247,"Airbus","A330-243",102700,2009-12-07,19805,"AA",
2019,"AA","American Airlines Inc.",2010,"American Airlines Inc.","1095","N284AY","O","Y",247,"Airbus","A330-243",102700,2010-03-24,19805,"AA",
2019,"AA","American Airlines Inc.",2010,"American Airlines Inc.","1100","N285AY","O","Y",247,"Airbus","A330-243",102700,2010-03-23,19805,"AA",
2019,"AA","American Airlines Inc.",2013,"American Airlines Inc.","1415","N286AY","O","Y",247,"Airbus","A330-243",102700,2013-05-23,19805,"AA",
2019,"AA","American Airlines Inc.",2013,"American Airlines Inc.","1417","N287AY","O","Y",247,"Airbus","A330-243",102700,2013-05-30,19805,"AA",
2019,"AA","American Airlines Inc.",2013,"American Airlines Inc.","1441","N288AY","O","Y",247,"Airbus","A330-243",102700,2013-08-09,19805,"AA",
2019,"AA","American Airlines Inc.",2013,"American Airlines Inc.","1455","N289AY","O","Y",247,"Airbus","A330-243",102700,2013-10-22,19805,"AA",
2019,"AA","American Airlines Inc.",2013,"American Airlines Inc.","1480","N290AY","O","Y",247,"Airbus","A330-243",102700,2013-12-17,19805,"AA",
2019,"AA","American Airlines Inc.",2014,"American Airlines Inc.","1502","N291AY","O","Y",247,"Airbus","A330-243",102800,2014-03-17,19805,"AA",
2019,"AA","American Airlines Inc.",2014,"American Airlines Inc.","1512","N292AY","O","Y",247,"Airbus","A330-243",102800,2014-04-01,19805,"AA",
2019,"AA","American Airlines Inc.",2014,"American Airlines Inc.","1526","N293AY","O","Y",247,"Airbus","A330-243",102800,2014-05-23,19805,"AA",
2019,"AA","American Airlines Inc.",2013,"American Airlines Inc.","5842","N3014R","O","Y",128,"Airbus","A319-115",35600,2013-11-12,19805,"AA",
2019,"AA","American Airlines Inc.",2016,"American Airlines Inc.","33342","N301NW","O","Y",160,"Boeing","B737-823",40800,2016-11-07,19805,"AA",
2019,"AA","American Airlines Inc.",2016,"American Airlines Inc.","31255","N301PA","O","Y",160,"Boeing","B737-823",40800,2016-12-21,19805,"AA",
2019,"AA","American Airlines Inc.",2018,"American Airlines Inc.","44447","N303RE","O","Y",172,"Boeing","B737-800MAX",42900,2018-02-20,19805,"AA",
2019,"AA","American Airlines Inc.",2018,"American Airlines Inc.","44448","N303RG","O","Y",172,"Boeing","B737-800MAX",42900,2018-03-26,19805,"AA",
2019,"AA","American Airlines Inc.",2017,"American Airlines Inc.","44463","N304RB","O","Y",172,"Boeing","B737-800MAX",42900,2017-10-30,19805,"AA",
2019,"AA","American Airlines Inc.",2016,"American Airlines Inc.","31253","N305NX","O","Y",160,"Boeing","B737-823",40800,2016-11-14,19805,"AA",
2019,"AA","American Airlines Inc.",2016,"American Airlines Inc.","33343","N306NY","O","Y",160,"Boeing","B737-823",40800,2016-12-13,19805,"AA",
2019,"AA","American Airlines Inc.",2017,"American Airlines Inc.","31257","N306PB","O","Y",160,"Boeing","B737-823",40800,2017-01-24,19805,"AA",
2019,"AA","American Airlines Inc.",2017,"American Airlines Inc.","44465","N306RC","O","Y",172,"Boeing","B737-800MAX",42900,2017-12-04,19805,"AA",
2019,"AA","American Airlines Inc.",2017,"American Airlines Inc.","44446","N308RD","O","Y",172,"Boeing","B737-800MAX",42900,2017-12-22,19805,"AA",
2019,"AA","American Airlines Inc.",2017,"American Airlines Inc.","31258","N309PC","O","Y",160,"Boeing","B737-823",40800,2017-01-30,19805,"AA",
2019,"AA","American Airlines Inc.",2018,"American Airlines Inc.","44451","N310RF","O","Y",172,"Boeing","B737-800MAX",42900,2018-03-07,19805,"AA",
2019,"AA","American Airlines Inc.",2017,"American Airlines Inc.","31259","N314PD","O","Y",160,"Boeing","B737-823",40800,2017-02-13,19805,"AA",
2019,"AA","American Airlines Inc.",2018,"American Airlines Inc.","44455","N314RH","O","Y",172,"Boeing","B737-800MAX",42900,2018-05-11,19805,"AA",
2019,"AA","American Airlines Inc.",2018,"American Airlines Inc.","44449","N315RJ","O","Y",172,"Boeing","B737-800MAX",42900,2018-05-18,19805,"AA",
2019,"AA","American Airlines Inc.",2017,"American Airlines Inc.","31262","N316PF","O","Y",160,"Boeing","B737-823",40800,2017-03-28,19805,"AA",
2019,"AA","American Airlines Inc.",2017,"American Airlines Inc.","33344","N317PG","O","Y",160,"Boeing","B737-823",40800,2017-04-07,19805,"AA",
2019,"AA","American Airlines Inc.",2017,"American Airlines Inc.","44459","N324RA","O","Y",172,"Boeing","B737-800MAX",42900,2017-09-28,19805,"AA",
2019,"AA","American Airlines Inc.",2017,"American Airlines Inc.","31265","N335PH","O","Y",160,"Boeing","B737-823",40800,2017-05-08,19805,"AA",
2019,"AA","American Airlines Inc.",2003,"American Airlines Inc.","33081","N342AN","O","Y",209,"Boeing","B767-323ER",82400,2003-01-23,19805,"AA",
2019,"AA","American Airlines Inc.",2003,"American Airlines Inc.","33082","N343AN","O","Y",209,"Boeing","B767-323ER",82400,2003-02-14,19805,"AA",
2019,"AA","American Airlines Inc.",2003,"American Airlines Inc.","33083","N344AN","O","Y",209,"Boeing","B767-323ER",82400,2003-03-12,19805,"AA",
2019,"AA","American Airlines Inc.",2003,"American Airlines Inc.","33085","N346AN","O","Y",209,"Boeing","B767-323ER",82400,2003-05-16,19805,"AA",
2019,"AA","American Airlines Inc.",2003,"American Airlines Inc.","33086","N347AN","O","Y",209,"Boeing","B767-323ER",82400,2003-06-02,19805,"AA",
2019,"AA","American Airlines Inc.",2003,"American Airlines Inc.","33087","N348AN","O","Y",209,"Boeing","B767-323ER",82400,2003-06-27,19805,"AA",
2019,"AA","American Airlines Inc.",2003,"American Airlines Inc.","33088","N349AN","O","Y",209,"Boeing","B767-323ER",82400,2003-07-25,19805,"AA",
2019,"AA","American Airlines Inc.",2003,"American Airlines Inc.","33089","N350AN","O","Y",209,"Boeing","B767-323ER",82400,2003-08-29,19805,"AA",
2019,"AA","American Airlines Inc.",2017,"American Airlines Inc.","31275","N354PT","O","Y",160,"Boeing","B737-823",40800,2017-10-10,19805,"AA",
2019,"AA","American Airlines Inc.",2017,"American Airlines Inc.","33348","N355PU","O","Y",160,"Boeing","B737-823",40800,2017-11-07,19805,"AA",
2019,"AA","American Airlines Inc.",2017,"American Airlines Inc.","31280","N359PX","O","Y",160,"Boeing","B737-823",40800,2017-12-12,19805,"AA",
2019,"AA","American Airlines Inc.",1994,"American Airlines Inc.","27059","N385AM","O","Y",209,"Boeing","B767-323ER",82400,1994-03-30,19805,"AA",
2019,"AA","American Airlines Inc.",1995,"American Airlines Inc.","27448","N388AA","O","Y",209,"Boeing","B767-323ER",82400,1995-01-13,19805,"AA",
2019,"AA","American Airlines Inc.",1995,"American Airlines Inc.","27450","N390AA","O","Y",209,"Boeing","B767-323ER",82400,1995-02-01,19805,"AA",
2019,"AA","American Airlines Inc.",1995,"American Airlines Inc.","27451","N391AA","O","Y",209,"Boeing","B767-323ER",82400,1995-02-16,19805,"AA",
2019,"AA","American Airlines Inc.",1998,"American Airlines Inc.","29430","N393AN","O","Y",209,"Boeing","B767-323ER",82400,1998-05-18,19805,"AA",
2019,"AA","American Airlines Inc.",1999,"American Airlines Inc.","29603","N396AN","O","Y",209,"Boeing","B767-323ER",82400,1999-02-25,19805,"AA",
2019,"AA","American Airlines Inc.",1999,"American Airlines Inc.","29604","N397AN","O","Y",209,"Boeing","B767-323ER",82400,1999-04-01,19805,"AA",
2019,"AA","American Airlines Inc.",1999,"American Airlines Inc.","29605","N398AN","O","Y",209,"Boeing","B767-323ER",82400,1999-04-30,19805,"AA",
2019,"AA","American Airlines Inc.",1999,"American Airlines Inc.","29606","N399AN","O","Y",209,"Boeing","B767-323ER",82400,1999-05-28,19805,"AA",
2019,"AA","American Airlines Inc.",2013,"American Airlines Inc.","5753","N4005X","O","Y",128,"Airbus","A319-115",35600,2013-08-26,19805,"AA",
2019,"AA","American Airlines Inc.",2015,"American Airlines Inc.","6644","N4032T","O","Y",128,"Airbus","A319-115",35600,2015-06-30,19805,"AA",
2019,"AA","American Airlines Inc.",2019,"American Airlines Inc.","9083","N408AN","O","Y",196,"Airbus","A321-253NX",52200,2019-12-31,19805,"AA",
2019,"AA","American Airlines Inc.",2019,"American Airlines Inc.","9224","N412UW","O","Y",196,"Airbus","A321-253NX",52200,2019-12-03,19805,"AA",
2019,"AA","American Airlines Inc.",2013,"American Airlines Inc.","5781","N5007E","O","Y",128,"Airbus","A319-115",35600,2013-09-23,19805,"AA",
2019,"AA","American Airlines Inc.",2009,"American Airlines Inc.","4025","N536UW","O","Y",187,"Airbus","A321-231",52200,2009-10-08,19805,"AA",
2019,"AA","American Airlines Inc.",2009,"American Airlines Inc.","4041","N537UW","O","Y",187,"Airbus","A321-231",52200,2009-09-29,19805,"AA",
2019,"AA","American Airlines Inc.",2009,"American Airlines Inc.","4050","N538UW","O","Y",187,"Airbus","A321-231",52200,2009-10-08,19805,"AA",
2019,"AA","American Airlines Inc.",2009,"American Airlines Inc.","4082","N539UW","O","Y",187,"Airbus","A321-231",52200,2009-10-30,19805,"AA",
2019,"AA","American Airlines Inc.",2009,"American Airlines Inc.","4107","N540UW","O","Y",187,"Airbus","A321-231",52200,2009-12-10,19805,"AA",
2019,"AA","American Airlines Inc.",2011,"American Airlines Inc.","4843","N543UW","O","Y",187,"Airbus","A321-231",52200,2011-09-23,19805,"AA",
2019,"AA","American Airlines Inc.",2012,"American Airlines Inc.","5244","N556UW","O","Y",187,"Airbus","A321-231",52200,2012-08-03,19805,"AA",
2019,"AA","American Airlines Inc.",2012,"American Airlines Inc.","5269","N557UW","O","Y",187,"Airbus","A321-231",52200,2012-08-28,19805,"AA",
2019,"AA","American Airlines Inc.",2012,"American Airlines Inc.","5292","N559UW","O","Y",187,"Airbus","A321-231",52200,2012-09-17,19805,"AA",
2019,"AA","American Airlines Inc.",2012,"American Airlines Inc.","5300","N560UW","O","Y",187,"Airbus","A321-231",52200,2012-09-21,19805,"AA",
2019,"AA","American Airlines Inc.",2012,"American Airlines Inc.","5317","N561UW","O","Y",187,"Airbus","A321-231",52200,2012-10-18,19805,"AA",
2019,"AA","American Airlines Inc.",2012,"American Airlines Inc.","5332","N562UW","O","Y",187,"Airbus","A321-231",52200,2012-10-29,19805,"AA",
2019,"AA","American Airlines Inc.",2012,"American Airlines Inc.","5368","N563UW","O","Y",187,"Airbus","A321-231",52200,2012-12-07,19805,"AA",
2019,"AA","American Airlines Inc.",2013,"American Airlines Inc.","5728","N567UW","O","Y",187,"Airbus","A321-231",52200,2013-08-08,19805,"AA",
2019,"AA","American Airlines Inc.",2013,"American Airlines Inc.","5751","N568UW","O","Y",187,"Airbus","A321-231",52200,2013-09-03,19805,"AA",
2019,"AA","American Airlines Inc.",2014,"American Airlines Inc.","5980","N575UW","O","Y",187,"Airbus","A321-231",52300,2014-02-20,19805,"AA",
2019,"AA","American Airlines Inc.",2014,"American Airlines Inc.","6027","N576UW","O","Y",187,"Airbus","A321-231",52300,2014-03-19,19805,"AA",
2019,"AA","American Airlines Inc.",2014,"American Airlines Inc.","6035","N578UW","O","Y",187,"Airbus","A321-231",52300,2014-03-31,19805,"AA",
2019,"AA","American Airlines Inc.",2014,"American Airlines Inc.","6100","N579UW","O","Y",187,"Airbus","A321-231",52300,2014-05-15,19805,"AA",
2019,"AA","American Airlines Inc.",2014,"American Airlines Inc.","6133","N580UW","O","Y",187,"Airbus","A321-231",52300,2014-06-10,19805,"AA",
2019,"AA","American Airlines Inc.",2014,"American Airlines Inc.","6152","N581UW","O","Y",187,"Airbus","A321-231",52300,2014-06-19,19805,"AA",
2019,"AA","American Airlines Inc.",2014,"American Airlines Inc.","6175","N582UW","O","Y",187,"Airbus","A321-231",52300,2014-07-08,19805,"AA",
2019,"AA","American Airlines Inc.",2014,"American Airlines Inc.","6181","N583UW","O","Y",187,"Airbus","A321-231",52300,2014-07-16,19805,"AA",
2019,"AA","American Airlines Inc.",2014,"American Airlines Inc.","6194","N584UW","O","Y",187,"Airbus","A321-231",52300,2014-08-01,19805,"AA",
2019,"AA","American Airlines Inc.",2014,"American Airlines Inc.","6214","N585UW","O","Y",187,"Airbus","A321-231",52300,2014-08-04,19805,"AA",
2019,"AA","American Airlines Inc.",2014,"American Airlines Inc.","6230","N586UW","O","Y",187,"Airbus","A321-231",52300,2014-08-19,19805,"AA",
2019,"AA","American Airlines Inc.",2014,"American Airlines Inc.","6236","N587UW","O","Y",187,"Airbus","A321-231",52300,2014-08-19,19805,"AA",
2019,"AA","American Airlines Inc.",1993,"American Airlines Inc.","25697","N691AA","O","Y",176,"Boeing","B757-223",49500,1993-08-11,19805,"AA",
2019,"AA","American Airlines Inc.",1993,"American Airlines Inc.","26972","N692AA","O","Y",176,"Boeing","B757-223",49500,1993-10-08,19805,"AA",
2019,"AA","American Airlines Inc.",2012,"American Airlines Inc.","31543","N717AN","O","Y",304,"Boeing","B777-300",108500,2012-12-11,19805,"AA",
