4.4362e-05,3.0781e-05,3.7707e-06,2.6539e-05,1.7126e-05,0.00030518,0.00064029,0.00028498,9.3266e-05,0.00019762,1.1378e-05,1.0865e-05,6.6878e-06,8.8445e-05,0,2.1354e-05,2.8499e-05,4.3392e-05,5.2497e-06,0,0,0,0,2.1183e-05,3.7274e-05,5.0453e-05,0,2.2658e-05,0.00012236,2.7111e-05,0,0,1.7458e-05,4.2384e-05,0.00022645,1.6308e-05,0,0,0,0,4.0633e-05,1.9113e-05,8.7462e-06,9.1094e-06,0.00021822,0,0,0,0.00012205,5.0405e-05,9.1359e-05,6.4518e-05,0,0,0,2.0969e-05,1.3257e-05,2.0746e-05,0.00010765,5.0683e-05,1.5639e-05,1.6339e-05,1.1121e-05,5.0177e-05,0,0,0
0.00011077,6.9331e-05,1.4364e-05,6.2714e-05,3.2825e-05,0.00043049,0.00076644,0.00038846,0.00016166,0.00033457,3.0341e-05,4.4495e-05,2.3566e-05,0.00016923,2.8624e-05,0.00012711,0.00012825,6.3022e-05,2.5998e-05,8.4456e-06,5.5967e-06,5.0657e-06,2.9956e-05,6.8594e-05,6.2123e-05,0.00010932,2.1017e-05,6.0421e-05,0.00031294,3.9376e-05,1.4279e-05,8.0282e-06,3.7826e-05,7.5181e-05,0.00024802,3.184e-05,1.1706e-05,5.4327e-06,2.0436e-05,7.7529e-05,5.321e-05,5.0286e-05,3.0508e-05,2.6894e-05,0.00065261,1.0621e-05,1.7076e-05,2.5213e-05,0.00029931,7.8158e-05,0.00013082,8.6792e-05,1.2034e-05,1.2599e-05,2.8508e-05,5.4419e-05,0.00017171,3.1612e-05,0.00016334,0.00015406,3.6118e-05,3.3067e-05,3.4423e-05,7.4668e-05,2.8671e-06,2.8717e-05,1.9339e-05
0.00017759,0.00010813,2.5016e-05,9.9115e-05,4.8636e-05,0.00055708,0.00089469,0.00049307,0.00023058,0.00047259,4.9417e-05,7.8299e-05,4.0537e-05,0.00025059,5.7375e-05,0.00023337,0.00022849,8.2847e-05,4.6852e-05,1.6929e-05,1.1219e-05,1.0154e-05,6.0044e-05,0.00011626,8.7175e-05,0.00016856,4.2127e-05,9.8406e-05,0.0005046,5.1762e-05,2.8622e-05,1.6092e-05,5.8327e-05,0.00010823,0.00027024,4.7481e-05,2.3464e-05,1.089e-05,4.0963e-05,0.00015539,6.5944e-05,8.1643e-05,5.2387e-05,4.4781e-05,0.0010891,2.1289e-05,3.4228e-05,5.0538e-05,0.00047762,0.00010616,0.00017069,0.00010933,2.4121e-05,2.5254e-05,5.7142e-05,8.8069e-05,0.00033086,4.2579e-05,0.00021954,0.00025801,5.6727e-05,4.9909e-05,5.7855e-05,9.9392e-05,5.7471e-06,5.7561e-05,3.8765e-05
0.00024496,0.00014727,3.5751e-05,0.00013583,6.4599e-05,0.00068526,0.0010254,0.00059909,0.00030021,0.00061201,6.8653e-05,0.00011236,5.7641e-05,0.00033271,8.6323e-05,0.0003404,0.00032948,0.00010292,6.7863e-05,2.5471e-05,1.688e-05,1.5278e-05,9.034e-05,0.00016431,0.00011249,0.00022833,6.3383e-05,0.00013671,0.00069782,6.4302e-05,4.3065e-05,2.4213e-05,7.9014e-05,0.00014161,0.00029317,6.3271e-05,3.5304e-05,1.6385e-05,6.1632e-05,0.00023379,7.8866e-05,0.00011326,7.4439e-05,6.2814e-05,0.0015288,3.2031e-05,5.1498e-05,7.6038e-05,0.00065739,0.00013448,0.00021105,0.00013217,3.6293e-05,3.7997e-05,8.5973e-05,0.000122,0.00049109,5.3673e-05,0.00027639,0.00036278,7.7517e-05,6.6909e-05,8.1477e-05,0.00012441,8.6473e-06,8.6604e-05,5.8326e-05
0.00031307,0.00018685,4.6598e-05,0.00017296,8.0754e-05,0.00081535,0.0011587,0.00070677,0.0003707,0.00075317,8.8098e-05,0.00014677,7.4921e-05,0.00041581,0.00011554,0.00044846,0.00043147,0.00012328,8.9083e-05,3.4094e-05,2.2595e-05,2.045e-05,0.00012092,0.00021286,0.00013813,0.00028878,8.4839e-05,0.00017542,0.00089306,7.7025e-05,5.7642e-05,3.2409e-05,9.9937e-05,0.0001754,0.00031688,7.9248e-05,4.7254e-05,2.1931e-05,8.2494e-05,0.0003129,9.201e-05,0.00014522,9.6719e-05,8.1038e-05,0.0019727,4.2874e-05,6.8931e-05,0.00010178,0.00083907,0.00016318,0.00025201,0.00015539,4.8578e-05,5.086e-05,0.00011507,0.0001563,0.00065281,6.4922e-05,0.00033403,0.00046863,9.8539e-05,8.4108e-05,0.00010535,0.00014978,1.1575e-05,0.00011592,7.8071e-05
0.00038208,0.00022697,5.7583e-05,0.00021058,9.7141e-05,0.00094765,0.0012952,0.00081637,0.00044224,0.00089641,0.0001078,0.00018161,9.2422e-05,0.00050008,0.0001451,0.00055782,0.00053469,0.00014399,0.00011057,4.2819e-05,2.8377e-05,2.5683e-05,0.00015185,0.00026203,0.00016417,0.00035006,0.00010655,0.00021465,0.0010908,8.9965e-05,7.2392e-05,4.0702e-05,0.00012115,0.00020969,0.00034141,9.5454e-05,5.9345e-05,2.7543e-05,0.0001036,0.00039294,0.00010541,0.00017761,0.00011928,9.9498e-05,0.0024217,5.3845e-05,8.6568e-05,0.00012782,0.0010231,0.00019235,0.00029368,0.00017904,6.1008e-05,6.3874e-05,0.00014451,0.00019106,0.00081639,7.6355e-05,0.0003926,0.00057583,0.00011985,0.00010155,0.00012952,0.00017558,1.4537e-05,0.00014557,9.8048e-05
0.00045216,0.00026772,6.8734e-05,0.0002488,0.0001138,0.0010825,0.0014351,0.00092817,0.000515,0.0010421,0.00012781,0.00021696,0.00011019,0.00058573,0.00017508,0.00066874,0.00063942,0.00016509,0.00013236,5.1667e-05,3.4242e-05,3.0991e-05,0.00018323,0.00031193,0.00019066,0.00041232,0.00012856,0.00025448,0.0012915,0.00010315,8.7349e-05,4.9113e-05,0.0001427,0.00024457,0.00036684,0.00011193,7.1607e-05,3.3235e-05,0.00012501,0.00047408,0.00011909,0.00021049,0.00014218,0.00011824,0.0028771,6.4971e-05,0.00010446,0.00015422,0.0012099,0.00022205,0.00033614,0.00020318,7.3615e-05,7.7072e-05,0.00017437,0.00022635,0.00098224,8.7999e-05,0.00045224,0.00068463,0.00014149,0.00011928,0.00015407,0.00020186,1.7541e-05,0.00017565,0.00011831
0.00052348,0.00030922,8.008e-05,0.0002877,0.00013078,0.0012202,0.0015786,0.0010424,0.00058916,0.0011906,0.00014817,0.00025292,0.00012826,0.00067299,0.00020555,0.0007815,0.00074591,0.00018664,0.00015453,6.0661e-05,4.0204e-05,3.6386e-05,0.00021511,0.0003627,0.00021768,0.00047571,0.00015094,0.00029501,0.0014957,0.00011662,0.00010255,5.7663e-05,0.00016465,0.00028012,0.00039322,0.00012871,8.4071e-05,3.9021e-05,0.00014676,0.00055655,0.0001331,0.00024396,0.00016548,0.00013732,0.0033397,7.6281e-05,0.00012264,0.00018106,0.0014,0.00025236,0.00037953,0.00022787,8.6428e-05,9.0487e-05,0.00020471,0.00026227,0.0011508,9.9885e-05,0.00051312,0.00079531,0.00016353,0.00013733,0.00017904,0.00022869,2.0595e-05,0.00020622,0.00013891
0.00059623,0.00035157,9.1649e-05,0.0003274,0.00014811,0.0013612,0.0017263,0.0011595,0.00066491,0.0013422,0.00016895,0.00028957,0.00014668,0.00076205,0.00023658,0.00089639,0.00085441,0.0002087,0.00017713,6.9825e-05,4.6278e-05,4.1883e-05,0.00024759,0.00041446,0.00024528,0.00054039,0.00017373,0.00033636,0.0017038,0.00013041,0.00011804,6.6372e-05,0.00018705,0.00031644,0.00042062,0.00014585,9.6767e-05,4.4915e-05,0.00016893,0.00064053,0.00014747,0.0002781,0.00018924,0.00015677,0.0038107,8.7802e-05,0.00014116,0.00020841,0.0015938,0.00028335,0.00042393,0.00025318,9.9482e-05,0.00010415,0.00023562,0.00029891,0.0013224,0.00011204,0.00057537,0.00090814,0.00018602,0.00015577,0.00020451,0.00025614,2.3706e-05,0.00023736,0.00015989
0.00067059,0.00039487,0.00010347,0.00036797,0.00016585,0.0015056,0.0018784,0.0012795,0.00074244,0.0014974,0.00019018,0.000327,0.00016551,0.00085315,0.00026826,0.0010137,0.0009652,0.00023132,0.0002002,7.918e-05,5.248e-05,4.7495e-05,0.00028075,0.00046734,0.00027355,0.00060653,0.000197,0.00037861,0.0019164,0.00014454,0.00013385,7.5264e-05,0.00020996,0.0003536,0.00044912,0.00016338,0.00010973,5.0933e-05,0.00019155,0.00072624,0.00016223,0.00031299,0.00021351,0.00017664,0.0042911,9.9564e-05,0.00016006,0.00023632,0.0017918,0.0003151,0.00046946,0.00027915,0.00011281,0.0001181,0.00026718,0.00033635,0.0014975,0.0001245,0.00063915,0.0010234,0.00020901,0.00017462,0.00023053,0.00028428,2.6883e-05,0.00026914,0.00018131
