MONTH,DAY_OF_MONTH,FL_DATE,OP_UNIQUE_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN,ORIGIN_STATE_FIPS,ORIGIN_STATE_NM,DEST,DEST_STATE_FIPS,DEST_STATE_NM,Var13_1,ORIGIN_FIPS,DES_FIPS,NUM_SEATS
1,30,2020-01-30,B6,N273JB,1432,LGA,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,31,2020-01-31,B6,N316JB,1432,LGA,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,6,2020-01-06,B6,N216JB,1518,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,7,2020-01-07,B6,N328JB,1518,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,8,2020-01-08,B6,N337JB,1518,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,9,2020-01-09,B6,N178JB,1518,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,10,2020-01-10,B6,N193JB,1518,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,12,2020-01-12,B6,N339JB,1518,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,13,2020-01-13,B6,N192JB,1518,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,14,2020-01-14,B6,N337JB,1518,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,15,2020-01-15,B6,N279JB,1518,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,16,2020-01-16,B6,N231JB,1518,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,17,2020-01-17,B6,N187JB,1518,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,19,2020-01-19,B6,N239JB,1518,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,20,2020-01-20,B6,N337JB,1518,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,21,2020-01-21,B6,N183JB,1518,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,22,2020-01-22,B6,N216JB,1518,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,23,2020-01-23,B6,N316JB,1518,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,24,2020-01-24,B6,N192JB,1518,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,26,2020-01-26,B6,N203JB,1518,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,27,2020-01-27,B6,N266JB,1518,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,28,2020-01-28,B6,N239JB,1518,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,29,2020-01-29,B6,N375JB,1518,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,30,2020-01-30,B6,N306JB,1518,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,31,2020-01-31,B6,N374JB,1518,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,1,2020-01-01,B6,N307JB,1615,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,2,2020-01-02,B6,N236JB,1615,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,3,2020-01-03,B6,N351JB,1615,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,4,2020-01-04,B6,N318JB,1615,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,5,2020-01-05,B6,N228JB,1615,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,6,2020-01-06,B6,N266JB,1615,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,7,2020-01-07,B6,N292JB,1615,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,8,2020-01-08,B6,N324JB,1615,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,6,2020-01-06,B6,N266JB,1616,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,7,2020-01-07,B6,N236JB,1616,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,8,2020-01-08,B6,N348JB,1616,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,5,2020-01-05,B6,N265JB,1618,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,6,2020-01-06,B6,N231JB,1618,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,8,2020-01-08,B6,N348JB,1618,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,11,2020-01-11,B6,N506JB,1618,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,150
1,18,2020-01-18,B6,N595JB,1618,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,162
1,25,2020-01-25,B6,N598JB,1618,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,162
1,1,2020-01-01,B6,N294JB,1815,SYR,36,New York,JFK,36,New York,,36067,36081,100
1,2,2020-01-02,B6,N339JB,1815,SYR,36,New York,JFK,36,New York,,36067,36081,100
1,3,2020-01-03,B6,N339JB,1815,SYR,36,New York,JFK,36,New York,,36067,36081,100
1,4,2020-01-04,B6,N193JB,1815,SYR,36,New York,JFK,36,New York,,36067,36081,100
1,5,2020-01-05,B6,N247JB,1815,SYR,36,New York,JFK,36,New York,,36067,36081,100
1,6,2020-01-06,B6,N247JB,1815,SYR,36,New York,JFK,36,New York,,36067,36081,100
1,7,2020-01-07,B6,N249JB,1815,SYR,36,New York,JFK,36,New York,,36067,36081,100
1,8,2020-01-08,B6,N317JB,1815,SYR,36,New York,JFK,36,New York,,36067,36081,100
1,9,2020-01-09,B6,N238JB,1815,SYR,36,New York,JFK,36,New York,,36067,36081,100
1,10,2020-01-10,B6,N187JB,1815,SYR,36,New York,JFK,36,New York,,36067,36081,100
1,11,2020-01-11,B6,N279JB,1815,SYR,36,New York,JFK,36,New York,,36067,36081,100
1,12,2020-01-12,B6,N183JB,1815,SYR,36,New York,JFK,36,New York,,36067,36081,100
1,13,2020-01-13,B6,N239JB,1815,SYR,36,New York,JFK,36,New York,,36067,36081,100
1,14,2020-01-14,B6,N265JB,1815,SYR,36,New York,JFK,36,New York,,36067,36081,100
1,15,2020-01-15,B6,N324JB,1815,SYR,36,New York,JFK,36,New York,,36067,36081,100
1,16,2020-01-16,B6,N353JB,1815,SYR,36,New York,JFK,36,New York,,36067,36081,100
1,17,2020-01-17,B6,N292JB,1815,SYR,36,New York,JFK,36,New York,,36067,36081,100
1,18,2020-01-18,B6,N316JB,1815,SYR,36,New York,JFK,36,New York,,36067,36081,100
1,19,2020-01-19,B6,N323JB,1815,SYR,36,New York,JFK,36,New York,,36067,36081,100
1,20,2020-01-20,B6,N307JB,1815,SYR,36,New York,JFK,36,New York,,36067,36081,100
1,21,2020-01-21,B6,N249JB,1815,SYR,36,New York,JFK,36,New York,,36067,36081,100
1,22,2020-01-22,B6,N324JB,1815,SYR,36,New York,JFK,36,New York,,36067,36081,100
1,23,2020-01-23,B6,N368JB,1815,SYR,36,New York,JFK,36,New York,,36067,36081,100
1,24,2020-01-24,B6,N324JB,1815,SYR,36,New York,JFK,36,New York,,36067,36081,100
1,25,2020-01-25,B6,N238JB,1815,SYR,36,New York,JFK,36,New York,,36067,36081,100
1,26,2020-01-26,B6,N354JB,1815,SYR,36,New York,JFK,36,New York,,36067,36081,100
1,27,2020-01-27,B6,N239JB,1815,SYR,36,New York,JFK,36,New York,,36067,36081,100
1,28,2020-01-28,B6,N292JB,1815,SYR,36,New York,JFK,36,New York,,36067,36081,100
1,29,2020-01-29,B6,N231JB,1815,SYR,36,New York,JFK,36,New York,,36067,36081,100
1,30,2020-01-30,B6,N298JB,1815,SYR,36,New York,JFK,36,New York,,36067,36081,100
1,31,2020-01-31,B6,N273JB,1815,SYR,36,New York,JFK,36,New York,,36067,36081,100
1,1,2020-01-01,B6,N284JB,1901,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,2,2020-01-02,B6,N316JB,1901,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,3,2020-01-03,B6,N198JB,1901,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,4,2020-01-04,B6,N281JB,1901,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,5,2020-01-05,B6,N281JB,1901,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,6,2020-01-06,B6,N318JB,1901,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,7,2020-01-07,B6,N236JB,1901,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,8,2020-01-08,B6,N249JB,1901,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,9,2020-01-09,B6,N351JB,1901,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,10,2020-01-10,B6,N284JB,1901,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,11,2020-01-11,B6,N373JB,1901,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,12,2020-01-12,B6,N203JB,1901,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,13,2020-01-13,B6,N190JB,1901,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,14,2020-01-14,B6,N197JB,1901,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,15,2020-01-15,B6,N279JB,1901,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,16,2020-01-16,B6,N187JB,1901,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,17,2020-01-17,B6,N296JB,1901,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,18,2020-01-18,B6,N328JB,1901,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,19,2020-01-19,B6,N337JB,1901,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,20,2020-01-20,B6,N192JB,1901,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,21,2020-01-21,B6,N292JB,1901,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,22,2020-01-22,B6,N292JB,1901,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,23,2020-01-23,B6,N353JB,1901,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,24,2020-01-24,B6,N283JB,1901,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,25,2020-01-25,B6,N239JB,1901,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,26,2020-01-26,B6,N229JB,1901,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,27,2020-01-27,B6,N536JB,1901,BUF,36,New York,JFK,36,New York,,36029,36081,150
1,28,2020-01-28,B6,N316JB,1901,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,29,2020-01-29,B6,N283JB,1901,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,30,2020-01-30,B6,N339JB,1901,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,31,2020-01-31,B6,N298JB,1901,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,1,2020-01-01,B6,N339JB,2001,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,2,2020-01-02,B6,N307JB,2001,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,3,2020-01-03,B6,N236JB,2001,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,4,2020-01-04,B6,N351JB,2001,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,5,2020-01-05,B6,N318JB,2001,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,6,2020-01-06,B6,N228JB,2001,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,7,2020-01-07,B6,N266JB,2001,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,8,2020-01-08,B6,N292JB,2001,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,9,2020-01-09,B6,N324JB,2001,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,10,2020-01-10,B6,N358JB,2001,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,11,2020-01-11,B6,N239JB,2001,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,12,2020-01-12,B6,N339JB,2001,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,13,2020-01-13,B6,N178JB,2001,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,14,2020-01-14,B6,N358JB,2001,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,15,2020-01-15,B6,N294JB,2001,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,16,2020-01-16,B6,N179JB,2001,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,17,2020-01-17,B6,N324JB,2001,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,18,2020-01-18,B6,N292JB,2001,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,19,2020-01-19,B6,N283JB,2001,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,20,2020-01-20,B6,N231JB,2001,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,21,2020-01-21,B6,N296JB,2001,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,22,2020-01-22,B6,N231JB,2001,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,23,2020-01-23,B6,N337JB,2001,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,24,2020-01-24,B6,N273JB,2001,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,25,2020-01-25,B6,N281JB,2001,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,26,2020-01-26,B6,N190JB,2001,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,27,2020-01-27,B6,N304JB,2001,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,28,2020-01-28,B6,N265JB,2001,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,29,2020-01-29,B6,N274JB,2001,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,30,2020-01-30,B6,N192JB,2001,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,31,2020-01-31,B6,N274JB,2001,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,1,2020-01-01,B6,N351JB,2002,JFK,36,New York,BUF,36,New York,,36081,36029,100
1,2,2020-01-02,B6,N284JB,2002,JFK,36,New York,BUF,36,New York,,36081,36029,100
1,3,2020-01-03,B6,N309JB,2002,JFK,36,New York,BUF,36,New York,,36081,36029,100
1,4,2020-01-04,B6,N355JB,2002,JFK,36,New York,BUF,36,New York,,36081,36029,100
1,5,2020-01-05,B6,N193JB,2002,JFK,36,New York,BUF,36,New York,,36081,36029,100
1,6,2020-01-06,B6,N249JB,2002,JFK,36,New York,BUF,36,New York,,36081,36029,100
1,7,2020-01-07,B6,N284JB,2002,JFK,36,New York,BUF,36,New York,,36081,36029,100
1,8,2020-01-08,B6,N206JB,2002,JFK,36,New York,BUF,36,New York,,36081,36029,100
1,9,2020-01-09,B6,N358JB,2002,JFK,36,New York,BUF,36,New York,,36081,36029,100
1,10,2020-01-10,B6,N187JB,2002,JFK,36,New York,BUF,36,New York,,36081,36029,100
1,12,2020-01-12,B6,N239JB,2002,JFK,36,New York,BUF,36,New York,,36081,36029,100
1,13,2020-01-13,B6,N183JB,2002,JFK,36,New York,BUF,36,New York,,36081,36029,100
1,16,2020-01-16,B6,N179JB,2002,JFK,36,New York,BUF,36,New York,,36081,36029,100
1,17,2020-01-17,B6,N292JB,2002,JFK,36,New York,BUF,36,New York,,36081,36029,100
1,19,2020-01-19,B6,N329JB,2002,JFK,36,New York,BUF,36,New York,,36081,36029,100
1,20,2020-01-20,B6,N294JB,2002,JFK,36,New York,BUF,36,New York,,36081,36029,100
1,23,2020-01-23,B6,N273JB,2002,JFK,36,New York,BUF,36,New York,,36081,36029,100
1,24,2020-01-24,B6,N324JB,2002,JFK,36,New York,BUF,36,New York,,36081,36029,100
1,26,2020-01-26,B6,N368JB,2002,JFK,36,New York,BUF,36,New York,,36081,36029,100
1,27,2020-01-27,B6,N323JB,2002,JFK,36,New York,BUF,36,New York,,36081,36029,100
1,30,2020-01-30,B6,N231JB,2002,JFK,36,New York,BUF,36,New York,,36081,36029,100
1,31,2020-01-31,B6,N273JB,2002,JFK,36,New York,BUF,36,New York,,36081,36029,100
1,7,2020-01-07,B6,N368JB,2016,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,8,2020-01-08,B6,N348JB,2016,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,9,2020-01-09,B6,N190JB,2016,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,10,2020-01-10,B6,N351JB,2016,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,11,2020-01-11,B6,N292JB,2016,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,12,2020-01-12,B6,N231JB,2016,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,13,2020-01-13,B6,N193JB,2016,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,14,2020-01-14,B6,N316JB,2016,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,15,2020-01-15,B6,N192JB,2016,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,16,2020-01-16,B6,N229JB,2016,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,17,2020-01-17,B6,N292JB,2016,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,18,2020-01-18,B6,N274JB,2016,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,19,2020-01-19,B6,N294JB,2016,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,20,2020-01-20,B6,N318JB,2016,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,21,2020-01-21,B6,N317JB,2016,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,22,2020-01-22,B6,N329JB,2016,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,23,2020-01-23,B6,N329JB,2016,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,24,2020-01-24,B6,N324JB,2016,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,25,2020-01-25,B6,N307JB,2016,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,26,2020-01-26,B6,N316JB,2016,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,27,2020-01-27,B6,N273JB,2016,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,28,2020-01-28,B6,N203JB,2016,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,29,2020-01-29,B6,N355JB,2016,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,30,2020-01-30,B6,N283JB,2016,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,31,2020-01-31,B6,N193JB,2016,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,1,2020-01-01,B6,N339JB,2018,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,2,2020-01-02,B6,N307JB,2018,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,3,2020-01-03,B6,N236JB,2018,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,5,2020-01-05,B6,N284JB,2018,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,6,2020-01-06,B6,N351JB,2018,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,7,2020-01-07,B6,N187JB,2018,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,8,2020-01-08,B6,N187JB,2018,JFK,36,New York,BOS,25,Massachusetts,,36081,25025,100
1,1,2020-01-01,B6,N229JB,2101,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,2,2020-01-02,B6,N231JB,2101,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,3,2020-01-03,B6,N231JB,2101,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,4,2020-01-04,B6,N298JB,2101,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,5,2020-01-05,B6,N281JB,2101,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,6,2020-01-06,B6,N247JB,2101,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,7,2020-01-07,B6,N329JB,2101,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,8,2020-01-08,B6,N961JT,2101,BUF,36,New York,JFK,36,New York,,36029,36081,159
1,9,2020-01-09,B6,N351JB,2101,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,10,2020-01-10,B6,N284JB,2101,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,11,2020-01-11,B6,N373JB,2101,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,12,2020-01-12,B6,N203JB,2101,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,13,2020-01-13,B6,N190JB,2101,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,14,2020-01-14,B6,N509JB,2101,BUF,36,New York,JFK,36,New York,,36029,36081,150
1,15,2020-01-15,B6,N587JB,2101,BUF,36,New York,JFK,36,New York,,36029,36081,150
1,16,2020-01-16,B6,N187JB,2101,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,17,2020-01-17,B6,N296JB,2101,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,18,2020-01-18,B6,N239JB,2101,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,19,2020-01-19,B6,N337JB,2101,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,20,2020-01-20,B6,N192JB,2101,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,21,2020-01-21,B6,N239JB,2101,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,22,2020-01-22,B6,N523JB,2101,BUF,36,New York,JFK,36,New York,,36029,36081,150
1,23,2020-01-23,B6,N821JB,2101,BUF,36,New York,JFK,36,New York,,36029,36081,150
1,24,2020-01-24,B6,N284JB,2101,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,25,2020-01-25,B6,N353JB,2101,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,26,2020-01-26,B6,N834JB,2101,BUF,36,New York,JFK,36,New York,,36029,36081,150
1,27,2020-01-27,B6,N239JB,2101,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,28,2020-01-28,B6,N536JB,2101,BUF,36,New York,JFK,36,New York,,36029,36081,150
1,29,2020-01-29,B6,N283JB,2101,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,30,2020-01-30,B6,N339JB,2101,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,31,2020-01-31,B6,N298JB,2101,BUF,36,New York,JFK,36,New York,,36029,36081,100
1,7,2020-01-07,B6,N368JB,2215,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,8,2020-01-08,B6,N348JB,2215,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,9,2020-01-09,B6,N190JB,2215,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,10,2020-01-10,B6,N351JB,2215,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,11,2020-01-11,B6,N292JB,2215,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,12,2020-01-12,B6,N231JB,2215,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,13,2020-01-13,B6,N193JB,2215,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,14,2020-01-14,B6,N316JB,2215,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,15,2020-01-15,B6,N337JB,2215,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,16,2020-01-16,B6,N229JB,2215,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,17,2020-01-17,B6,N292JB,2215,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,18,2020-01-18,B6,N274JB,2215,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,19,2020-01-19,B6,N294JB,2215,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,20,2020-01-20,B6,N318JB,2215,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,21,2020-01-21,B6,N317JB,2215,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,22,2020-01-22,B6,N329JB,2215,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,23,2020-01-23,B6,N329JB,2215,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,24,2020-01-24,B6,N324JB,2215,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,25,2020-01-25,B6,N307JB,2215,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,26,2020-01-26,B6,N316JB,2215,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,27,2020-01-27,B6,N273JB,2215,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,28,2020-01-28,B6,N203JB,2215,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,29,2020-01-29,B6,N355JB,2215,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,30,2020-01-30,B6,N283JB,2215,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,31,2020-01-31,B6,N193JB,2215,BOS,25,Massachusetts,BUF,36,New York,,25025,36029,100
1,1,2020-01-01,B6,N316JB,2216,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,2,2020-01-02,B6,N351JB,2216,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,3,2020-01-03,B6,N284JB,2216,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,4,2020-01-04,B6,N309JB,2216,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,5,2020-01-05,B6,N355JB,2216,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,6,2020-01-06,B6,N193JB,2216,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,7,2020-01-07,B6,N249JB,2216,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,8,2020-01-08,B6,N284JB,2216,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,9,2020-01-09,B6,N206JB,2216,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,10,2020-01-10,B6,N239JB,2216,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,11,2020-01-11,B6,N187JB,2216,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,12,2020-01-12,B6,N373JB,2216,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,13,2020-01-13,B6,N239JB,2216,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,14,2020-01-14,B6,N183JB,2216,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,15,2020-01-15,B6,N318JB,2216,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,16,2020-01-16,B6,N298JB,2216,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,17,2020-01-17,B6,N179JB,2216,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,18,2020-01-18,B6,N316JB,2216,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,19,2020-01-19,B6,N328JB,2216,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,20,2020-01-20,B6,N329JB,2216,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,21,2020-01-21,B6,N294JB,2216,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,22,2020-01-22,B6,N247JB,2216,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,23,2020-01-23,B6,N238JB,2216,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,24,2020-01-24,B6,N294JB,2216,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,25,2020-01-25,B6,N324JB,2216,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,26,2020-01-26,B6,N348JB,2216,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
1,27,2020-01-27,B6,N368JB,2216,BUF,36,New York,BOS,25,Massachusetts,,36029,25025,100
