1001,92.423,2
1003,110.13,2
1005,27.29,2
1007,35.802,2
1009,88.874,2
1011,16.133,2
1013,24.998,2
1015,185.52,2
1017,55.134,2
1019,43.66,2
1021,63.396,2
1023,13.67,2
1025,18.858,2
1027,21.838,2
1029,26.575,2
1031,76.915,2
1033,88.576,2
1035,14.154,2
1037,16.001,2
1039,35.489,2
1041,22.543,2
1043,110.97,2
1045,87.383,2
1047,37.441,2
1049,91.835,2
1051,123.56,2
1053,38.438,2
1055,186.35,2
1057,25.902,2
1059,48.507,2
1061,45.376,2
1063,12.29,2
1065,22.316,2
1067,30.27,2
1069,182.02,2
1071,45.816,2
1073,585.99,1
1075,22.799,2
1077,129,2
1079,45.847,2
1081,267.28,2
1083,162.92,2
1085,13.414,2
1087,29.461,2
1089,458.74,2
1091,19.191,2
1093,39.952,2
1095,155.28,2
1097,251.32,2
1099,20.039,2
1101,283.17,2
1103,199.77,2
1105,12.322,2
1107,22.391,2
1109,49.266,2
1111,38.898,2
1113,89.523,2
1117,268.9,2
1115,136.94,2
1119,13.606,2
1121,105.19,2
1123,52.678,2
1125,154.84,2
1127,78.873,2
1129,14.997,2
1131,11.43,2
1133,37.394,2
2013,0.22229,2
2016,0.39916,2
2020,146.83,2
2050,0.40009,2
2060,0.91106,2
2164,0.054881,2
2068,0.16594,2
2070,0.23849,2
2090,13.011,2
2100,0.91863,2
2105,0.12274,2
2110,10.377,2
2122,2.7099,2
2130,7.9728,2
2150,1.0973,2
2158,0.48673,2
2170,4.2928,2
2180,0.3538,2
2185,0.10479,2
2188,0.18743,2
2195,0.36395,2
2198,0.49362,2
2220,1.7512,2
2230,2.6501,2
2240,0.26274,2
2261,0.21146,2
2275,0.96461,2
2282,0.074593,2
2290,0.032894,2
4001,6.4075,2
4003,20.247,2
4005,7.6879,2
4007,11.263,2
4009,8.3674,2
4011,5.1381,2
4012,4.6765,2
4013,486.23,2
4015,15.752,2
4017,11.137,2
4019,113.97,2
4021,86.108,2
4023,37.552,2
4025,28.923,2
4027,38.734,2
5001,16.913,2
5003,20.93,2
5005,71.461,2
5007,318.36,2
5009,62.194,2
5011,16.446,2
5013,8.2028,2
5015,44.183,2
5017,14.644,2
5019,25.287,2
5021,22.684,2
5023,42.096,2
5025,13.286,2
5027,30.585,2
5029,36.784,2
5031,154.74,2
5033,104.69,2
5035,75.314,2
5037,26.381,2
5039,10.489,2
5041,13.862,2
5043,21.801,2
5045,189.76,2
5047,28.585,2
5049,20.113,2
5051,135.29,2
5053,28.852,2
5055,78.188,2
5057,29.042,2
5059,54.277,2
5061,22.179,2
5063,49.019,2
5065,23.335,2
5067,26.062,2
5069,73.132,2
5071,38.926,2
5073,12.152,2
5075,27.695,2
5077,14.297,2
5079,22.761,2
5081,21.701,2
5083,29.343,2
5085,91.353,2
5087,19.801,2
5089,26.069,2
5091,67.851,2
5093,44.195,2
5095,10.783,2
5097,11.228,2
5099,13.292,2
5101,9.4177,2
5103,31.61,2
5105,18.653,2
5107,24.448,2
5109,17.458,2
5111,30.818,2
5113,23.147,2
5115,77.117,2
5117,11.929,2
5119,485.09,2
5121,27.372,2
5125,167.61,2
5127,11.447,2
5129,11.788,2
5131,234.09,2
5133,29.253,2
5135,28.764,2
5123,38.905,2
5137,20.519,2
5139,36.653,2
5141,22.841,2
5143,250.18,2
5145,75.548,2
5147,10.638,2
5149,22.49,2
6001,2035.1,1
6003,1.519,2
6005,65.786,2
6007,130.68,2
6009,44.271,2
6011,18.634,2
6013,1438,1
6015,22.614,2
6017,107.66,2
6019,166.02,2
6021,21.392,2
6023,33.45,2
6025,40.431,2
6027,1.7637,2
6029,110.29,2
6031,109.9,2
6033,48.425,2
6035,6.4765,2
6037,2112.5,1
6039,73.06,2
6041,312.51,2
6043,11.76,2
6045,22.367,2
6047,140.81,2
6049,2.1032,2
6051,4.6119,2
6053,115.1,2
6055,174.73,2
6057,102.36,2
6059,3350.2,1
6061,265.51,2
6063,7.1954,2
6065,338.25,2
6067,1558.8,1
6069,45.159,2
6071,108.43,2
6073,737.6,1
6075,3801.6,1
6077,534.33,1
6079,78.3,2
6081,1034.4,1
6083,117.82,2
6085,1477.8,1
6087,449.57,2
6089,46.803,2
6091,3.1236,2
6093,6.8589,2
6095,493.62,2
6097,279.55,2
6099,363.52,2
6101,159.27,2
6103,21.971,2
6105,3.8297,2
6107,96.333,2
6109,23.951,2
6111,383.09,2
6113,215.57,2
6115,122.24,2
8001,431.97,2
8003,22.434,2
8005,815.16,1
8007,10.356,2
8009,1.4003,2
8011,3.6185,2
8013,434.12,2
8014,2099,1
8015,20.054,2
8017,1.0278,2
8019,24.466,2
8021,6.3556,2
8023,3.1588,2
8025,7.5727,2
8027,6.8491,2
8029,27.13,2
8031,4695.3,1
8033,1.9239,2
8035,416.65,2
8037,32.583,2
8041,338.26,2
8039,14.44,2
8043,31.185,2
8045,20.318,2
8047,41.548,2
8049,8.4153,2
8051,5.3565,2
8053,0.73004,2
8055,4.3286,2
8057,0.8587,2
8059,749.01,1
8061,0.78729,2
8063,3.283,2
8067,33.071,2
8065,21.168,2
8069,135.5,2
8071,3.0374,2
8073,2.2041,2
8075,12.146,2
8077,46.153,2
8079,0.87603,2
8081,2.7957,2
8083,12.834,2
8085,19.065,2
8087,22.464,2
8089,14.394,2
8091,9.1322,2
8093,8.524,2
8095,6.2011,2
8097,18.255,2
8099,7.4018,2
8101,70.239,2
8103,1.9621,2
8105,12.339,2
8107,10.826,2
8109,2.1524,2
8111,1.8748,2
8113,6.3475,2
8115,4.0899,2
8117,50.075,2
8119,45.418,2
8121,1.9443,2
8123,80.684,2
8125,4.2288,2
9001,1127,1
9003,1188,1
9005,190.9,2
9007,369.95,2
9009,991.53,1
9011,343.66,2
9013,361.42,2
9015,223.93,2
10001,225.94,2
10003,1132.2,1
10005,195.89,2
11001,10324,1
12001,277.6,2
12003,49.599,2
12005,169.07,2
12007,93.985,2
12009,386.54,2
12011,1479.7,1
12013,24.557,2
12015,219.85,2
12017,193.55,2
12019,340.6,2
12021,166.98,2
12023,89.482,2
12027,59.418,2
12029,19.481,2
12031,1043,1
12033,356.08,2
12035,201.62,2
12037,11.813,2
12039,86.394,2
12041,52.272,2
12043,14.004,2
12045,18.046,2
12047,27.781,2
12049,42.196,2
12051,35.316,2
12053,329.17,2
12055,96.009,2
12057,1162.4,1
12059,40.137,2
12061,259.21,2
12063,48.618,2
12065,22.375,2
12067,15.37,2
12069,317.44,2
12071,635.79,1
12073,418.31,2
12075,29.385,2
12077,9.9073,2
